,patent_no,url,title,issue_date,date,num_patent,num_inventor,num_pc,num_npc,num_rb,num_class,num_le
7330,4943321,https://www.google.com/patents/US4943321,Synchronizer ring in speed variator made of iron-base sintered alloy,7/24/90,24-Jul-90,2806,1,5,5,25,11,4
7331,4942998,https://www.google.com/patents/US4942998,Apparatus and process for automatically dispensing metal alloy paste material for joining metal components,7/24/90,24-Jul-90,2805,4,7,0,32,7,7
7332,4940639,https://www.google.com/patents/US4940639,Zn-Ni alloy-plated steel sheet with improved impact adhesion,7/10/90,10-Jul-90,2804,2,6,0,10,17,4
7333,4940566,https://www.google.com/patents/US4940566,Alloy and methods of use thereof,7/10/90,10-Jul-90,2803,2,1,0,14,13,4
7334,4940390,https://www.google.com/patents/US4940390,Turbine system having more failure resistant rotors and repair welding of low alloy ferrous turbine components by controlled weld build-up,7/10/90,10-Jul-90,2802,2,7,0,40,21,7
7335,4939610,https://www.google.com/patents/US4939610,Thin film magnetic head having magnetic core including a thin film of cobalt alloy,7/3/90,3-Jul-90,2801,7,1,0,14,9,5
7336,4939316,https://www.google.com/patents/US4939316,Aluminum alloy semiconductor packages,7/3/90,3-Jul-90,2800,2,16,2,96,37,7
7337,4939044,https://www.google.com/patents/US4939044,Aluminum alloy support for lithographic printing plate,7/3/90,3-Jul-90,2799,6,16,0,19,17,5
7338,4938922,https://www.google.com/patents/US4938922,Gold-nickel-titanium brazing alloy,7/3/90,3-Jul-90,2798,1,3,0,18,11,4
7339,4938921,https://www.google.com/patents/US4938921,Method of manufacturing a zirconium-based alloy tube for a nuclear fuel element sheath and tube thereof,7/3/90,3-Jul-90,2797,5,3,0,26,20,5
7340,4938810,https://www.google.com/patents/US4938810,"Heat-resistant, wear-resistant, and high-strength aluminum alloy powder and body shaped therefrom",7/3/90,3-Jul-90,2796,4,1,0,26,18,4
7341,4938809,https://www.google.com/patents/US4938809,"Superplastic forming consolidated rapidly solidified, magnestum base metal alloy powder",7/3/90,3-Jul-90,2795,3,6,2,38,21,6
7342,4938276,https://www.google.com/patents/US4938276,Method and apparatus for supplying a lead alloy to a casting machine,7/3/90,3-Jul-90,2794,2,6,0,20,8,5
7343,4937149,https://www.google.com/patents/US4937149,"Overlay alloy used for a surface layer of sliding material, sliding material having a surface layer comprising said alloy and the manufacturing method of the sliding material",6/26/90,26-Jun-90,2793,1,15,2,17,15,5
7344,4937044,https://www.google.com/patents/US4937044,Strontium-magnesium-aluminum master alloy,6/26/90,26-Jun-90,2792,1,5,0,9,14,8
7345,4937043,https://www.google.com/patents/US4937043,Boron alloy,6/26/90,26-Jun-90,2791,2,12,3,0,6,6
7346,4936929,https://www.google.com/patents/US4936929,Refractory amorphous Co-Ta-Hf alloy,6/26/90,26-Jun-90,2790,3,6,0,0,29,4
7347,4936927,https://www.google.com/patents/US4936927,Method for applying an aluminum diffusion coating to a component of titanium alloy,6/26/90,26-Jun-90,2789,2,12,4,29,8,6
7348,4936925,https://www.google.com/patents/US4936925,Method for producing alloy of low thermal expansion,6/26/90,26-Jun-90,2788,2,4,0,2,8,5
7349,4936270,https://www.google.com/patents/US4936270,Composite light alloy member,6/26/90,26-Jun-90,2787,2,7,0,18,33,6
7350,4935203,https://www.google.com/patents/US4935203,Corrosion resistant aluminum alloy,6/19/90,19-Jun-90,2786,1,3,0,0,8,5
7351,4935201,https://www.google.com/patents/US4935201,"Ferromagnetic Ni-Fe alloy, and method for manufacturing alloy article having excellent surface quality of said alloy",6/19/90,19-Jun-90,2785,2,3,0,13,11,7
7352,4935076,https://www.google.com/patents/US4935076,Copper alloy for use as material of heat exchanger,6/19/90,19-Jun-90,2784,3,8,1,24,11,5
7353,4935069,https://www.google.com/patents/US4935069,Method for working nickel-base alloy,6/19/90,19-Jun-90,2783,3,1,0,2,12,4
7354,4935068,https://www.google.com/patents/US4935068,Method of treating a sample of an alloy,6/19/90,19-Jun-90,2782,1,1,0,142,8,8
7355,4934313,https://www.google.com/patents/US4934313,Control of uniformity of growing alloy film,6/19/90,19-Jun-90,2781,1,9,0,2,12,4
7356,4933027,https://www.google.com/patents/US4933027,"Iron-based shape-memory alloy excellent in shape-memory property, corrosion resistance and high-temperature oxidation resistance",6/12/90,12-Jun-90,2780,3,9,0,14,15,6
7357,4933008,https://www.google.com/patents/US4933008,Heat resistant and wear resistant iron-based sintered alloy,6/12/90,12-Jun-90,2779,3,2,0,18,18,4
7358,4933003,https://www.google.com/patents/US4933003,Metal alloy formation by reduction of polyheterometallic complexes,6/12/90,12-Jun-90,2778,3,8,16,3,7,7
7359,4931845,https://www.google.com/patents/US4931845,Semiconductor memory device having an ohmic contact between an aluminum-silicon alloy metallization film and a silicon substrate,6/5/90,5-Jun-90,2777,1,6,0,22,27,5
7360,4931254,https://www.google.com/patents/US4931254,Nb-Ti-Al-Hf-Cr alloy,6/5/90,5-Jun-90,2776,1,0,1,5,4,6
7361,4931253,https://www.google.com/patents/US4931253,Method for producing alpha titanium alloy pm articles,6/5/90,5-Jun-90,2775,3,6,8,19,10,8
7362,4930566,https://www.google.com/patents/US4930566,Method for continuous casting of an aluminum-lithium alloy,6/5/90,5-Jun-90,2774,2,7,0,14,16,4
7363,4930494,https://www.google.com/patents/US4930494,Apparatus for bending an insertion section of an endoscope using a shape memory alloy,6/5/90,5-Jun-90,2773,5,24,2,455,17,5
7364,4930001,https://www.google.com/patents/US4930001,Alloy bonded indium bumps and methods of processing same,5/29/90,29-May-90,2772,1,2,0,50,34,6
7365,4929423,https://www.google.com/patents/US4929423,Low toxicity alloy compositions for joining and sealing,5/29/90,29-May-90,2771,2,8,0,49,16,7
7366,4929420,https://www.google.com/patents/US4929420,Alloy useful particularly in dentistry,5/29/90,29-May-90,2770,1,2,0,3,12,3
7367,4929419,https://www.google.com/patents/US4929419,"Heat, corrosion, and wear resistant steel alloy and article",5/29/90,29-May-90,2769,4,10,6,36,17,8
7368,4929289,https://www.google.com/patents/US4929289,Iron-based shape-memory alloy excellent in shape-memory property and corrosion resistance,5/29/90,29-May-90,2768,3,6,1,40,16,6
7369,4929288,https://www.google.com/patents/US4929288,Corrosion and abrasion resistant alloy,5/29/90,29-May-90,2767,1,32,0,6,12,5
7370,4929275,https://www.google.com/patents/US4929275,Magnetic alloy compositions and permanent magnets,5/29/90,29-May-90,2766,1,10,14,12,20,7
7371,4927715,https://www.google.com/patents/US4927715,Overlay alloy used for a surface layer of sliding material,5/22/90,22-May-90,2765,1,20,4,10,13,3
7372,4927712,https://www.google.com/patents/US4927712,Fusible core alloy composites for plastics molding,5/22/90,22-May-90,2764,2,16,8,8,14,5
7373,4927469,https://www.google.com/patents/US4927469,Alloy toughening method,5/22/90,22-May-90,2763,2,2,6,8,16,5
7374,4927468,https://www.google.com/patents/US4927468,Process for making a martensitic steel alloy fuel cladding product,5/22/90,22-May-90,2762,4,7,4,1,25,4
7375,4926242,https://www.google.com/patents/US4926242,Aluminum-silicon alloy heatsink for semiconductor devices,5/15/90,15-May-90,2761,4,11,0,63,66,5
7376,4925748,https://www.google.com/patents/US4925748,Alkaline storage battery using hydrogen absorbing alloy,5/15/90,15-May-90,2760,5,9,0,22,14,4
7377,4925626,https://www.google.com/patents/US4925626,Method for producing a Wc-Co-Cr alloy suitable for use as a hard non-corrosive coating,5/15/90,15-May-90,2759,2,3,0,33,12,7
7378,4925084,https://www.google.com/patents/US4925084,Method of explosion welding alloy aluminium,5/15/90,15-May-90,2758,1,8,0,13,10,4
7379,4923770,https://www.google.com/patents/US4923770,Amorphous metal alloy compositions for reversible hydrogen storage and electrodes made therefrom,5/8/90,8-May-90,2757,4,9,2,93,23,5
7380,4923676,https://www.google.com/patents/US4923676,"Aluminium alloy parts, such as in particular rods, having an improved fatigue strength and production process",5/8/90,8-May-90,2756,1,1,0,4,10,5
7381,4923579,https://www.google.com/patents/US4923579,Electrochemical process for zirconium alloy recycling,5/8/90,8-May-90,2755,3,13,4,13,9,5
7382,4923575,https://www.google.com/patents/US4923575,Aqueous alkaline bath and process for electrodeposition of a zinc-iron alloy,5/8/90,8-May-90,2754,3,5,4,7,4,5
7383,4923573,https://www.google.com/patents/US4923573,Method for the electro-deposition of a zinc-nickel alloy coating on a steel band,5/8/90,8-May-90,2753,1,2,0,6,6,3
7384,4923513,https://www.google.com/patents/US4923513,Titanium alloy treatment process and resulting article,5/8/90,8-May-90,2752,2,18,20,24,24,7
7385,4922738,https://www.google.com/patents/US4922738,Process for manufacturing a single piece alloy wheel rim for vehicle tires,5/8/90,8-May-90,2751,1,6,0,0,10,3
7386,4921664,https://www.google.com/patents/US4921664,Method for producing a heat-resistant aluminum-alloy workpiece having high transverse ductility which is manufactured from a compact produced by powder metallurgy,5/1/90,1-May-90,2750,1,6,1,4,17,4
7387,4921571,https://www.google.com/patents/US4921571,"Inhibited composition and method for stripping tin, lead or tin-lead alloy from copper surfaces",5/1/90,1-May-90,2749,2,15,0,35,14,9
7388,4921551,https://www.google.com/patents/US4921551,Permanent magnet manufacture from very low coercivity crystalline rare earth-transition metal-boron alloy,5/1/90,1-May-90,2748,2,11,4,26,24,8
7389,4921550,https://www.google.com/patents/US4921550,Delayed reflow alloy mix solder paste,5/1/90,1-May-90,2747,1,2,0,5,14,3
7390,4920326,https://www.google.com/patents/US4920326,Method of magnetizing high energy rare earth alloy magnets,4/24/90,24-Apr-90,2746,1,6,2,22,6,5
7391,4920025,https://www.google.com/patents/US4920025,Control of selenium alloy fractionation,4/24/90,24-Apr-90,2745,3,7,0,3,8,4
7392,4919736,https://www.google.com/patents/US4919736,Aluminum alloy for abrasion resistant die castings,4/24/90,24-Apr-90,2744,2,1,0,4,8,4
7393,4919719,https://www.google.com/patents/US4919719,High temperature wear resistant sintered alloy,4/24/90,24-Apr-90,2743,6,8,0,18,19,4
7394,4919177,https://www.google.com/patents/US4919177,Method of treating Ti-Ni shape memory alloy,4/24/90,24-Apr-90,2742,1,6,2,36,17,4
7395,4919133,https://www.google.com/patents/US4919133,Catheter apparatus employing shape memory alloy structures,4/24/90,24-Apr-90,2741,1,6,0,208,9,2
7396,4918989,https://www.google.com/patents/US4918989,"Ultrasonic method of measuring the thickness of the plating on a metal tube, the corresponding apparatus and its application to Zr plated alloy tubes",4/24/90,24-Apr-90,2740,3,7,0,22,14,5
7397,4918555,https://www.google.com/patents/US4918555,Magnetic head containing an Fe-base soft magnetic alloy layer,4/17/90,17-Apr-90,2739,4,7,3,21,9,6
7398,4917861,https://www.google.com/patents/US4917861,Palladium alloy containing germanium and/or lithium and dental restorations utilizing same,4/17/90,17-Apr-90,2738,2,10,0,8,8,5
7399,4917860,https://www.google.com/patents/US4917860,Corrosion resistant alloy,4/17/90,17-Apr-90,2737,1,1,0,6,8,5
7400,4917779,https://www.google.com/patents/US4917779,"Process for the formation of fluoroplastic coating on surface of zinc, zinc alloy or zinc plating",4/17/90,17-Apr-90,2736,1,7,0,1,19,6
7401,4917728,https://www.google.com/patents/US4917728,Aluminium alloy treatment,4/17/90,17-Apr-90,2735,1,5,0,4,15,4
7402,4917359,https://www.google.com/patents/US4917359,Apparatus for making hypereutectic Al-Si alloy composite materials,4/17/90,17-Apr-90,2734,3,7,0,12,8,3
7403,4916795,https://www.google.com/patents/US4916795,Method for mending a dent on a member made of aluminum alloy,4/17/90,17-Apr-90,2733,1,6,0,4,14,5
7404,4916285,https://www.google.com/patents/US4916285,Capacitor foil of aluminum or an aluminum alloy,4/10/90,10-Apr-90,2732,2,18,2,16,14,5
7405,4915898,https://www.google.com/patents/US4915898,Method for the continuous fabrication of comminuted hydrogen storage alloy material negative electrodes,4/10/90,10-Apr-90,2731,7,1,0,25,19,7
7406,4915799,https://www.google.com/patents/US4915799,Electrolytic coloring method for chromium alloy,4/10/90,10-Apr-90,2730,3,12,0,1,8,4
7407,4915752,https://www.google.com/patents/US4915752,Corrosion resistant alloy,4/10/90,10-Apr-90,2729,1,3,0,9,10,5
7408,4915751,https://www.google.com/patents/US4915751,Accelerated whisker growth on iron-chromium-aluminum alloy foil,4/10/90,10-Apr-90,2728,2,5,0,6,17,6
7409,4915738,https://www.google.com/patents/US4915738,Alloy target for manufacturing a magneto-optical recording medium,4/10/90,10-Apr-90,2727,2,3,0,4,23,4
7410,4915737,https://www.google.com/patents/US4915737,Alloy target for manufacturing a magneto-optical recording medium,4/10/90,10-Apr-90,2726,5,3,0,7,28,4
7411,4915735,https://www.google.com/patents/US4915735,Wear-resistant sintered alloy and method for its production,4/10/90,10-Apr-90,2725,1,4,0,8,15,6
7412,4915734,https://www.google.com/patents/US4915734,Cemented carbonitride alloy with improved toughness behaviour,4/10/90,10-Apr-90,2724,2,7,0,2,19,6
7413,4915728,https://www.google.com/patents/US4915728,Iron/cobalt alloy filaments,4/10/90,10-Apr-90,2723,1,2,0,8,26,10
7414,4914908,https://www.google.com/patents/US4914908,Actuator used shape memory alloy and display conversion device of signs,4/10/90,10-Apr-90,2722,4,2,0,22,8,7
7415,4913749,https://www.google.com/patents/US4913749,Process for case-hardening rolling bearing elements of low-alloy nickeliferous steel,4/3/90,3-Apr-90,2721,4,4,0,18,17,4
7416,4913745,https://www.google.com/patents/US4913745,Method for producing a rare earth metal-iron-boron anisotropic bonded magnet from rapidly-quenched rare earth metal-iron-boron alloy ribbon-like flakes,4/3/90,3-Apr-90,2720,1,5,2,13,22,5
7417,4913731,https://www.google.com/patents/US4913731,Process of making prealloyed tungsten alloy powders,4/3/90,3-Apr-90,2719,3,5,0,24,10,4
7418,4912543,https://www.google.com/patents/US4912543,Integrated semiconductor circuit having an external contacting track level consisting of aluminum or of an aluminum alloy,3/27/90,27-Mar-90,2718,2,5,6,28,19,4
7419,4911884,https://www.google.com/patents/US4911884,High strength non-magnetic alloy,3/27/90,27-Mar-90,2717,1,15,6,1,11,5
7420,4911798,https://www.google.com/patents/US4911798,Palladium alloy plating process,3/27/90,27-Mar-90,2716,3,8,1,46,15,5
7421,4911768,https://www.google.com/patents/US4911768,Co-substitute Ni-base wear resistance alloy for hard surfacing,3/27/90,27-Mar-90,2715,3,4,0,8,10,5
7422,4911763,https://www.google.com/patents/US4911763,Process for producing a low alloy white cast iron,3/27/90,27-Mar-90,2714,3,4,0,2,8,6
7423,4911037,https://www.google.com/patents/US4911037,"Method of mounting cutters or the like of high-alloy tool steel on a tool supporting member, and tools made in accordance with this method",3/27/90,27-Mar-90,2713,1,9,0,15,10,5
7424,4910580,https://www.google.com/patents/US4910580,"Method for manufacturing a low-impedance, planar metallization composed of aluminum or of an aluminum alloy",3/20/90,20-Mar-90,2712,2,3,0,44,21,5
7425,4910098,https://www.google.com/patents/US4910098,High temperature metal alloy mixtures for filling holes and repairing damages in superalloy bodies,3/20/90,20-Mar-90,2711,2,6,0,30,14,5
7426,4910097,https://www.google.com/patents/US4910097,Zinc alloy-plated corrosion preventive steel sheet having an organic coating layer thereon and a method for making the same,3/20/90,20-Mar-90,2710,4,5,0,42,24,6
7427,4909861,https://www.google.com/patents/US4909861,"Aluminum alloy sheet having good weldability, filiform corrosion resistance, formability, and bake-hardenability, and a method for manufacturing the same",3/20/90,20-Mar-90,2709,4,2,0,13,16,5
7428,4909858,https://www.google.com/patents/US4909858,Method for producing an aluminum alloy,3/20/90,20-Mar-90,2708,1,1,0,8,11,3
7429,4909843,https://www.google.com/patents/US4909843,Highly wear-resistant iron-nickel-copper-molybdenum sintered alloy with addition of phosphorous,3/20/90,20-Mar-90,2707,1,14,0,4,11,4
7430,4909198,https://www.google.com/patents/US4909198,Aluminum alloy valve lifter with sprayed coating and method of producing same,3/20/90,20-Mar-90,2706,8,14,2,50,12,4
7431,4909058,https://www.google.com/patents/US4909058,Method of controlled rod or wire rolling of alloy steel,3/20/90,20-Mar-90,2705,3,11,0,10,15,4
7432,4908943,https://www.google.com/patents/US4908943,Method of forming lead terminals on aluminum or aluminum alloy cables,3/20/90,20-Mar-90,2704,3,8,0,18,10,5
7433,4908077,https://www.google.com/patents/US4908077,Scroll made of aluminum alloy,3/13/90,13-Mar-90,2703,3,1,0,17,19,3
7434,4908072,https://www.google.com/patents/US4908072,In-process formation of hard surface layer on Ti/Ti alloy having high resistance,3/13/90,13-Mar-90,2702,3,8,0,7,20,10
7435,4907948,https://www.google.com/patents/US4907948,"Non-evaporable ternary gettering alloy, particularly for the sorption of water and water vapor in nuclear reactor fuel elements",3/13/90,13-Mar-90,2701,2,13,0,27,17,3
7436,4907947,https://www.google.com/patents/US4907947,Heat treatment for dual alloy turbine wheels,3/13/90,13-Mar-90,2700,2,22,0,25,20,4
7437,4907734,https://www.google.com/patents/US4907734,Method of bonding gold or gold alloy wire to lead tin solder,3/13/90,13-Mar-90,2699,8,5,0,34,69,5
7438,4907377,https://www.google.com/patents/US4907377,Directional catalyst alloy sweep through process for preparing diamond compacts,3/13/90,13-Mar-90,2698,2,17,2,52,14,4
7439,4906540,https://www.google.com/patents/US4906540,Lead-acid battery having a grid base of a lead-calcium alloy and a layer of lead-antimony-stannum alloy roll-bonded to the grid base,3/6/90,6-Mar-90,2697,3,4,0,50,11,4
7440,4906438,https://www.google.com/patents/US4906438,Ni base alloy for spark plug electrodes of internal combustion engine,3/6/90,6-Mar-90,2696,4,3,0,4,8,7
7441,4906437,https://www.google.com/patents/US4906437,Corrosion resistant hot and cold forming parts of Ni-Cr-Mo alloy and method of making same,3/6/90,6-Mar-90,2695,4,4,2,29,5,4
7442,4906436,https://www.google.com/patents/US4906436,High strength oxidation resistant alpha titanium alloy,3/6/90,6-Mar-90,2694,5,5,19,23,8,5
7443,4906430,https://www.google.com/patents/US4906430,Titanium diboride/titanium alloy metal matrix microcomposite material and process for powder metal cladding,3/6/90,6-Mar-90,2693,5,17,0,30,19,4
7444,4906307,https://www.google.com/patents/US4906307,Flux used for brazing aluminum-based alloy,3/6/90,6-Mar-90,2692,1,8,0,34,6,4
7445,4905765,https://www.google.com/patents/US4905765,Smoke detector/remote controlled shape-memory alloy fire extinguisher discharge apparatus,3/6/90,6-Mar-90,2691,1,14,0,14,11,3
7446,4904577,https://www.google.com/patents/US4904577,Optical recording element and alloy for use therein,2/27/90,27-Feb-90,2690,3,12,0,40,20,6
7447,4904543,https://www.google.com/patents/US4904543,"Compositionally modulated, nitrided alloy films and method for making the same",2/27/90,27-Feb-90,2689,2,12,10,21,51,4
7448,4904447,https://www.google.com/patents/US4904447,Low thermal expansion casting alloy having excellent machinability,2/27/90,27-Feb-90,2688,1,5,6,9,10,4
7449,4904424,https://www.google.com/patents/US4904424,Ceramic alloys from colloidal metal alloy suspensions,2/27/90,27-Feb-90,2687,1,13,2,46,63,4
7450,4903888,https://www.google.com/patents/US4903888,Turbine system having more failure resistant rotors and repair welding of low alloy ferrous turbine components by controlled weld build-up,2/27/90,27-Feb-90,2686,2,5,4,77,37,6
7451,4902779,https://www.google.com/patents/US4902779,Compositions of inorganic -organic alloy with highly charged nitrogen content polymers and their manufacture,2/20/90,20-Feb-90,2685,1,1,0,13,38,3
7452,4902625,https://www.google.com/patents/US4902625,Rapid corrosion test for zirconium and zirconium alloy weldments,2/20/90,20-Feb-90,2684,4,6,13,1,11,3
7453,4902579,https://www.google.com/patents/US4902579,Amorphous metal alloy compositions for reversible hydrogen storage,2/20/90,20-Feb-90,2683,3,5,6,19,28,4
7454,4902475,https://www.google.com/patents/US4902475,Aluminum alloy and master aluminum alloy for forming said improved alloy,2/20/90,20-Feb-90,2682,2,1,0,12,8,5
7455,4902360,https://www.google.com/patents/US4902360,Permanent magnet alloy for elevated temperature applications,2/20/90,20-Feb-90,2681,2,5,0,11,6,5
7456,4902359,https://www.google.com/patents/US4902359,Wear-resistant titanium or titanium-alloy member and a method for manufacturing the same,2/20/90,20-Feb-90,2680,5,10,0,63,27,4
7457,4902355,https://www.google.com/patents/US4902355,Method of and a spray for manufacturing a titanium alloy,2/20/90,20-Feb-90,2679,5,11,8,9,10,4
7458,4902341,https://www.google.com/patents/US4902341,Method for producing titanium alloy,2/20/90,20-Feb-90,2678,6,9,0,47,6,4
7459,4901908,https://www.google.com/patents/US4901908,"Aluminum material for brazing, method of manufacturing same, and method of manufacturing heat exchanger made of aluminum alloy",2/20/90,20-Feb-90,2677,4,14,0,87,34,4
7460,4900635,https://www.google.com/patents/US4900635,Multi-alloy turbine rotor disk,2/13/90,13-Feb-90,2676,3,2,0,22,9,5
7461,4900587,https://www.google.com/patents/US4900587,Method for producing aluminum oxide coated iron-aluminum alloy powder,2/13/90,13-Feb-90,2675,3,3,0,3,17,5
7462,4900510,https://www.google.com/patents/US4900510,High strength and corrosion resistant titanium alloy having excellent corrosion-wear properties,2/13/90,13-Feb-90,2674,4,4,0,2,5,5
7463,4900078,https://www.google.com/patents/US4900078,Gripping device utilizing a shape memory alloy,2/13/90,13-Feb-90,2673,1,5,0,39,17,4
7464,4899702,https://www.google.com/patents/US4899702,Aluminum alloy piston and piston-ring assembly treated to suppress agglutination of the piston alloy to a piston-ring,2/13/90,13-Feb-90,2672,3,8,0,29,14,5
7465,4898794,https://www.google.com/patents/US4898794,"Hydrogen absorbing Ni,Zr-based alloy and rechargeable alkaline battery",2/6/90,6-Feb-90,2671,2,6,0,18,19,5
7466,4898652,https://www.google.com/patents/US4898652,Polyoxalkylated polyhydroxy compounds as additives in zinc alloy electrolytes,2/6/90,6-Feb-90,2670,3,5,0,20,5,5
7467,4898625,https://www.google.com/patents/US4898625,Method for producing a rare earth metal-iron-boron permanent magnet by use of a rapidly-quenched alloy powder,2/6/90,6-Feb-90,2669,2,6,0,22,21,5
7468,4898622,https://www.google.com/patents/US4898622,Ornamental alloy material and method,2/6/90,6-Feb-90,2668,1,4,0,3,8,4
7469,4898613,https://www.google.com/patents/US4898613,Rare earth alloy powder used in production of permanent magnets,2/6/90,6-Feb-90,2667,3,3,2,6,25,5
7470,4897519,https://www.google.com/patents/US4897519,"More creep resistant turbine rotor, and procedures for repear welding of low alloy ferrous turbine components",1/30/90,30-Jan-90,2666,2,5,4,49,16,6
7471,4897243,https://www.google.com/patents/US4897243,Ductile brazing alloy of copper-nickel-silicon-titanium,1/30/90,30-Jan-90,2665,1,6,0,10,8,5
7472,4897124,https://www.google.com/patents/US4897124,Aluminum-alloy rolled sheet for forming and production method therefor,1/30/90,30-Jan-90,2664,2,6,0,33,13,8
7473,4896815,https://www.google.com/patents/US4896815,Method for forming titanium aluminide-ductile titanium aluminum alloy matrix composites,1/30/90,30-Jan-90,2663,2,6,0,31,22,7
7474,4896521,https://www.google.com/patents/US4896521,Process for manufacturing a tubular semifinished copper alloy part,1/30/90,30-Jan-90,2662,1,5,0,1,11,4
7475,4895701,https://www.google.com/patents/US4895701,Gold colored alloy composition with zero percent gold,1/23/90,23-Jan-90,2661,1,2,0,2,9,3
7476,4895516,https://www.google.com/patents/US4895516,Intermediate ceramic bonding layer for bonding of a resin to an alloy structure or substructure,1/23/90,23-Jan-90,2660,1,3,0,24,14,4
7477,4895345,https://www.google.com/patents/US4895345,Valve socket for the accommodation of the gas bottle valve of compressed gas container made of high-alloy chrome-nickel steels,1/23/90,23-Jan-90,2659,2,4,0,4,10,4
7478,4894742,https://www.google.com/patents/US4894742,Thin-film laminated magnetic heads of Fe-Si-Al alloy,1/16/90,16-Jan-90,2658,2,10,2,22,26,7
7479,4894295,https://www.google.com/patents/US4894295,Metal-alloy air battery,1/16/90,16-Jan-90,2657,1,5,0,58,5,4
7480,4894100,https://www.google.com/patents/US4894100,Ti-Ni-V shape memory alloy,1/16/90,16-Jan-90,2656,3,1,0,47,12,4
7481,4892628,https://www.google.com/patents/US4892628,Electrodeposition of amorphous ternary nickel-chromium-phosphorus alloy,1/9/90,9-Jan-90,2655,1,2,0,14,7,5
7482,4892579,https://www.google.com/patents/US4892579,Process for preparing an amorphous alloy body from mixed crystalline elemental metal powders,1/9/90,9-Jan-90,2654,1,18,54,28,8,4
7483,4891422,https://www.google.com/patents/US4891422,Compositions of inorganic-organic alloy with high nitrogen content polymers and their manufacture,1/2/90,2-Jan-90,2653,1,1,0,7,36,9
7484,4891330,https://www.google.com/patents/US4891330,Method of fabricating n-type and p-type microcrystalline semiconductor alloy material including band gap widening elements,1/2/90,2-Jan-90,2652,2,9,0,426,25,4
7485,4891183,https://www.google.com/patents/US4891183,Method of preparing alloy compositions,1/2/90,2-Jan-90,2651,1,35,18,5,13,7
7486,4891080,https://www.google.com/patents/US4891080,"Workable boron-containing stainless steel alloy article, a mechanically worked article and process for making thereof",1/2/90,2-Jan-90,2650,3,3,0,21,18,8
7487,4891079,https://www.google.com/patents/US4891079,High saturated magnetic flux density alloy,1/2/90,2-Jan-90,2649,2,3,0,16,11,6
7488,4889626,https://www.google.com/patents/US4889626,Filter cartridge having a tunable asymmetric fluoropolymer alloy filter membrane,12/26/89,26-Dec-89,2648,1,1,0,21,14,7
7489,4889602,https://www.google.com/patents/US4889602,Electroplating bath and method for forming zinc-nickel alloy coating,12/26/89,26-Dec-89,2647,6,8,2,41,10,6
7490,4889582,https://www.google.com/patents/US4889582,Age hardenable dispersion strengthened high temperature aluminum alloy,12/26/89,26-Dec-89,2646,3,15,8,7,12,4
7491,4889557,https://www.google.com/patents/US4889557,Aluminium alloy having an excellent forgiability,12/26/89,26-Dec-89,2645,4,9,0,7,17,4
7492,4889177,https://www.google.com/patents/US4889177,Method and apparatus for sand moulding composite articles with a die made of light alloy and a fibrous insert,12/26/89,26-Dec-89,2644,2,6,0,41,13,6
7493,4889170,https://www.google.com/patents/US4889170,High strength Ti alloy material having improved workability and process for producing the same,12/26/89,26-Dec-89,2643,3,17,2,41,8,5
7494,4888303,https://www.google.com/patents/US4888303,Vapor phase epitaxy-hydride technique with a constant alloy source for the preparation of InGaAs layers,12/19/89,19-Dec-89,2642,1,6,8,11,11,7
7495,4888153,https://www.google.com/patents/US4888153,Fe-base build-up alloy excellent in resistance to corrosion and wear,12/19/89,19-Dec-89,2641,2,4,0,11,9,4
7496,4887519,https://www.google.com/patents/US4887519,Expansion-controlled light alloy piston,12/19/89,19-Dec-89,2640,1,10,0,4,8,4
7497,4886710,https://www.google.com/patents/US4886710,Mining/construction tool bit having bit body fabricated from Mn-B steel alloy composition,12/12/89,12-Dec-89,2639,1,16,2,15,12,5
7498,4886641,https://www.google.com/patents/US4886641,Electrical contact spring material made of copper base alloy of high strength and toughness with reduced anisotropy in characteristics,12/12/89,12-Dec-89,2638,2,2,0,6,15,4
7499,4886557,https://www.google.com/patents/US4886557,Magnesium alloy,12/12/89,12-Dec-89,2637,1,1,4,4,5,6
7500,4886449,https://www.google.com/patents/US4886449,Vacuum brazing of aluminum alloy workpieces,12/12/89,12-Dec-89,2636,1,4,0,28,8,5
7501,4885614,https://www.google.com/patents/US4885614,Semiconductor device with crystalline silicon-germanium-carbon alloy,12/5/89,5-Dec-89,2635,4,6,2,107,49,7
7502,4885273,https://www.google.com/patents/US4885273,Method of producing a superconducting wire using alloy preform,12/5/89,5-Dec-89,2634,6,0,2,31,14,7
7503,4885135,https://www.google.com/patents/US4885135,Fine gold alloy wire for bonding of a semi-conductor device,12/5/89,5-Dec-89,2633,3,17,0,18,60,4
7504,4885133,https://www.google.com/patents/US4885133,Wear-resistant sintered iron-based alloy and process for producing the same,12/5/89,5-Dec-89,2632,1,2,0,11,14,3
7505,4885132,https://www.google.com/patents/US4885132,Cemented carbonitride alloy with improved plastic deformation resistance,12/5/89,5-Dec-89,2631,2,7,0,8,11,3
7506,4885028,https://www.google.com/patents/US4885028,Process for producing prealloyed tungsten alloy powders,12/5/89,5-Dec-89,2630,4,5,0,6,11,6
7507,4884557,https://www.google.com/patents/US4884557,Endoscope for automatically adjusting an angle with a shape memory alloy,12/5/89,5-Dec-89,2629,3,4,0,161,11,5
